lr: 0.05
batch_size: 256
txt_file_name: ./preparing_clip/pth/cifar100_a_photo_of_label.pth
Epoch: [0][0/196]	 loss 35.03744	 loss_align: 27.8351 loss_distill: 7.2024 
Epoch: [27][5/196]	 loss 2.52036	 loss_align: 0.0999 loss_distill: 2.4204 
Epoch: [27][10/196]	 loss 2.78218	 loss_align: 0.1173 loss_distill: 2.6649 
Epoch: [27][15/196]	 loss 2.98532	 loss_align: 0.1591 loss_distill: 2.8262 
Epoch: [27][20/196]	 loss 2.91684	 loss_align: 0.1710 loss_distill: 2.7459 
Epoch: [27][25/196]	 loss 2.65418	 loss_align: 0.1109 loss_distill: 2.5433 
Epoch: [27][30/196]	 loss 2.72558	 loss_align: 0.1608 loss_distill: 2.5647 
Epoch: [27][35/196]	 loss 2.54182	 loss_align: 0.0889 loss_distill: 2.4529 
Epoch: [27][40/196]	 loss 2.80817	 loss_align: 0.1025 loss_distill: 2.7056 
Epoch: [27][45/196]	 loss 2.90258	 loss_align: 0.1432 loss_distill: 2.7594 
Epoch: [27][50/196]	 loss 2.76473	 loss_align: 0.0876 loss_distill: 2.6771 
Epoch: [27][55/196]	 loss 2.73879	 loss_align: 0.1533 loss_distill: 2.5854 
Epoch: [27][60/196]	 loss 3.10696	 loss_align: 0.2047 loss_distill: 2.9022 
Epoch: [27][65/196]	 loss 2.78196	 loss_align: 0.1162 loss_distill: 2.6658 
Epoch: [27][70/196]	 loss 2.88776	 loss_align: 0.0944 loss_distill: 2.7934 
Epoch: [27][75/196]	 loss 2.80924	 loss_align: 0.1601 loss_distill: 2.6491 
Epoch: [27][80/196]	 loss 2.69973	 loss_align: 0.1379 loss_distill: 2.5618 
Epoch: [27][85/196]	 loss 2.82063	 loss_align: 0.1840 loss_distill: 2.6367 
Epoch: [27][90/196]	 loss 2.81141	 loss_align: 0.1167 loss_distill: 2.6947 
Epoch: [27][95/196]	 loss 2.80255	 loss_align: 0.1110 loss_distill: 2.6915 
Epoch: [27][100/196]	 loss 2.77200	 loss_align: 0.1547 loss_distill: 2.6173 
Epoch: [27][105/196]	 loss 2.81821	 loss_align: 0.0797 loss_distill: 2.7385 
Epoch: [27][110/196]	 loss 2.53024	 loss_align: 0.1425 loss_distill: 2.3877 
Epoch: [27][115/196]	 loss 2.71941	 loss_align: 0.1485 loss_distill: 2.5709 
Epoch: [27][120/196]	 loss 2.57206	 loss_align: 0.1276 loss_distill: 2.4445 
Epoch: [27][125/196]	 loss 2.51276	 loss_align: 0.1266 loss_distill: 2.3861 
Epoch: [27][130/196]	 loss 2.71258	 loss_align: 0.1178 loss_distill: 2.5947 
Epoch: [27][135/196]	 loss 2.82707	 loss_align: 0.1700 loss_distill: 2.6571 
Epoch: [27][140/196]	 loss 2.84703	 loss_align: 0.1183 loss_distill: 2.7288 
Epoch: [27][145/196]	 loss 2.67777	 loss_align: 0.0782 loss_distill: 2.5996 
Epoch: [27][150/196]	 loss 2.88429	 loss_align: 0.0948 loss_distill: 2.7895 
Epoch: [27][155/196]	 loss 2.81411	 loss_align: 0.0720 loss_distill: 2.7421 
Epoch: [27][160/196]	 loss 2.51918	 loss_align: 0.1135 loss_distill: 2.4057 
Epoch: [27][165/196]	 loss 2.73976	 loss_align: 0.0886 loss_distill: 2.6512 
Epoch: [27][170/196]	 loss 2.69678	 loss_align: 0.0748 loss_distill: 2.6220 
Epoch: [27][175/196]	 loss 2.88410	 loss_align: 0.1784 loss_distill: 2.7058 
Epoch: [27][180/196]	 loss 2.77358	 loss_align: 0.1325 loss_distill: 2.6411 
Epoch: [27][185/196]	 loss 2.77350	 loss_align: 0.1343 loss_distill: 2.6392 
Epoch: [27][190/196]	 loss 2.54368	 loss_align: 0.0788 loss_distill: 2.4648 
Epoch: [27][195/196]	 loss 0.06193	 loss_align: 0.0230 loss_distill: 0.0389 
Train Epoch: 27 Avg Loss: 2.7534 Batch_size: 256 lr: 0.00154747 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [28][0/196]	 loss 2.66576	 loss_align: 0.1060 loss_distill: 2.5598 
Epoch: [28][5/196]	 loss 2.57928	 loss_align: 0.1050 loss_distill: 2.4742 
Epoch: [28][10/196]	 loss 2.85801	 loss_align: 0.1276 loss_distill: 2.7304 
Epoch: [28][15/196]	 loss 2.74671	 loss_align: 0.1025 loss_distill: 2.6442 
Epoch: [28][20/196]	 loss 2.66030	 loss_align: 0.1075 loss_distill: 2.5528 
Epoch: [28][25/196]	 loss 2.52707	 loss_align: 0.1294 loss_distill: 2.3977 
Epoch: [28][30/196]	 loss 2.73071	 loss_align: 0.0996 loss_distill: 2.6311 
Epoch: [28][35/196]	 loss 2.96716	 loss_align: 0.1891 loss_distill: 2.7780 
Epoch: [28][40/196]	 loss 2.78914	 loss_align: 0.0851 loss_distill: 2.7041 
Epoch: [28][45/196]	 loss 2.78068	 loss_align: 0.0990 loss_distill: 2.6817 
Epoch: [28][50/196]	 loss 2.80201	 loss_align: 0.1242 loss_distill: 2.6778 
Epoch: [28][55/196]	 loss 2.54759	 loss_align: 0.1272 loss_distill: 2.4204 
Epoch: [28][60/196]	 loss 2.71119	 loss_align: 0.1639 loss_distill: 2.5473 
Epoch: [28][65/196]	 loss 2.84486	 loss_align: 0.1148 loss_distill: 2.7300 
Epoch: [28][70/196]	 loss 2.79380	 loss_align: 0.1334 loss_distill: 2.6604 
Epoch: [28][75/196]	 loss 2.63597	 loss_align: 0.0958 loss_distill: 2.5402 
Epoch: [28][80/196]	 loss 2.80477	 loss_align: 0.1779 loss_distill: 2.6268 
Epoch: [28][85/196]	 loss 2.44463	 loss_align: 0.1137 loss_distill: 2.3310 
Epoch: [28][90/196]	 loss 2.68200	 loss_align: 0.1064 loss_distill: 2.5756 
Epoch: [28][95/196]	 loss 2.88269	 loss_align: 0.1175 loss_distill: 2.7652 
Epoch: [28][100/196]	 loss 2.81818	 loss_align: 0.1555 loss_distill: 2.6627 
Epoch: [28][105/196]	 loss 2.68787	 loss_align: 0.1161 loss_distill: 2.5718 
Epoch: [28][110/196]	 loss 2.86557	 loss_align: 0.0949 loss_distill: 2.7707 
Epoch: [28][115/196]	 loss 2.47770	 loss_align: 0.1268 loss_distill: 2.3509 
Epoch: [28][120/196]	 loss 2.91446	 loss_align: 0.1876 loss_distill: 2.7269 
Epoch: [28][125/196]	 loss 3.04804	 loss_align: 0.1379 loss_distill: 2.9102 
Epoch: [28][130/196]	 loss 2.73587	 loss_align: 0.0928 loss_distill: 2.6431 
Epoch: [28][135/196]	 loss 2.50999	 loss_align: 0.2080 loss_distill: 2.3020 
Epoch: [28][140/196]	 loss 3.05428	 loss_align: 0.1231 loss_distill: 2.9312 
Epoch: [28][145/196]	 loss 2.62664	 loss_align: 0.0873 loss_distill: 2.5393 
Epoch: [28][150/196]	 loss 2.91916	 loss_align: 0.1483 loss_distill: 2.7708 
Epoch: [28][155/196]	 loss 2.95196	 loss_align: 0.1162 loss_distill: 2.8357 
Epoch: [28][160/196]	 loss 2.86866	 loss_align: 0.1451 loss_distill: 2.7236 
Epoch: [28][165/196]	 loss 2.81083	 loss_align: 0.0909 loss_distill: 2.7199 
Epoch: [28][170/196]	 loss 2.79940	 loss_align: 0.1163 loss_distill: 2.6831 
Epoch: [28][175/196]	 loss 2.87454	 loss_align: 0.1530 loss_distill: 2.7216 
Epoch: [28][180/196]	 loss 2.81013	 loss_align: 0.0900 loss_distill: 2.7202 
Epoch: [28][185/196]	 loss 2.73469	 loss_align: 0.1276 loss_distill: 2.6071 
Epoch: [28][190/196]	 loss 2.69516	 loss_align: 0.0831 loss_distill: 2.6121 
Epoch: [28][195/196]	 loss -0.10753	 loss_align: 0.0289 loss_distill: -0.1364 
Train Epoch: 28 Avg Loss: 2.7396 Batch_size: 256 lr: 0.00279396 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [29][0/196]	 loss 2.68076	 loss_align: 0.1167 loss_distill: 2.5640 
Epoch: [29][5/196]	 loss 2.74580	 loss_align: 0.1246 loss_distill: 2.6212 
Epoch: [29][10/196]	 loss 2.71291	 loss_align: 0.1275 loss_distill: 2.5854 
Epoch: [29][15/196]	 loss 2.74913	 loss_align: 0.0822 loss_distill: 2.6669 
Epoch: [29][20/196]	 loss 2.77168	 loss_align: 0.1210 loss_distill: 2.6507 
Epoch: [29][25/196]	 loss 2.74506	 loss_align: 0.0885 loss_distill: 2.6565 
Epoch: [29][30/196]	 loss 2.45436	 loss_align: 0.1029 loss_distill: 2.3515 
Epoch: [29][35/196]	 loss 2.48718	 loss_align: 0.0950 loss_distill: 2.3922 
Epoch: [29][40/196]	 loss 2.68425	 loss_align: 0.1212 loss_distill: 2.5630 
Epoch: [29][45/196]	 loss 2.78190	 loss_align: 0.1126 loss_distill: 2.6693 
Epoch: [29][50/196]	 loss 2.84211	 loss_align: 0.1162 loss_distill: 2.7259 
Epoch: [29][55/196]	 loss 2.56600	 loss_align: 0.1456 loss_distill: 2.4203 
Epoch: [29][60/196]	 loss 2.76531	 loss_align: 0.1040 loss_distill: 2.6613 
Epoch: [29][65/196]	 loss 2.78611	 loss_align: 0.1106 loss_distill: 2.6755 
Epoch: [29][70/196]	 loss 2.59918	 loss_align: 0.1082 loss_distill: 2.4910 
Epoch: [29][75/196]	 loss 2.94159	 loss_align: 0.1462 loss_distill: 2.7954 
Epoch: [29][80/196]	 loss 2.70846	 loss_align: 0.0940 loss_distill: 2.6144 
Epoch: [29][85/196]	 loss 2.75962	 loss_align: 0.0953 loss_distill: 2.6643 
Epoch: [29][90/196]	 loss 2.58130	 loss_align: 0.1575 loss_distill: 2.4238 
Epoch: [29][95/196]	 loss 2.84531	 loss_align: 0.1448 loss_distill: 2.7005 
Epoch: [29][100/196]	 loss 2.86333	 loss_align: 0.1292 loss_distill: 2.7341 
Epoch: [29][105/196]	 loss 2.63501	 loss_align: 0.1153 loss_distill: 2.5197 
Epoch: [29][110/196]	 loss 2.75112	 loss_align: 0.1067 loss_distill: 2.6444 
Epoch: [29][115/196]	 loss 2.53261	 loss_align: 0.1130 loss_distill: 2.4196 
Epoch: [29][120/196]	 loss 2.83582	 loss_align: 0.1634 loss_distill: 2.6724 
Epoch: [29][125/196]	 loss 2.69254	 loss_align: 0.0735 loss_distill: 2.6190 
Epoch: [29][130/196]	 loss 2.60496	 loss_align: 0.1415 loss_distill: 2.4634 
Epoch: [29][135/196]	 loss 2.75516	 loss_align: 0.0812 loss_distill: 2.6740 
Epoch: [29][140/196]	 loss 2.82539	 loss_align: 0.1173 loss_distill: 2.7080 
Epoch: [29][145/196]	 loss 2.95533	 loss_align: 0.1544 loss_distill: 2.8010 
Epoch: [29][150/196]	 loss 2.98802	 loss_align: 0.1379 loss_distill: 2.8501 
Epoch: [29][155/196]	 loss 2.80328	 loss_align: 0.1039 loss_distill: 2.6994 
Epoch: [29][160/196]	 loss 2.72711	 loss_align: 0.1002 loss_distill: 2.6270 
Epoch: [29][165/196]	 loss 2.94530	 loss_align: 0.1653 loss_distill: 2.7800 
Epoch: [29][170/196]	 loss 2.60209	 loss_align: 0.1998 loss_distill: 2.4023 
Epoch: [29][175/196]	 loss 2.84044	 loss_align: 0.1240 loss_distill: 2.7164 
Epoch: [29][180/196]	 loss 2.81264	 loss_align: 0.1016 loss_distill: 2.7111 
Epoch: [29][185/196]	 loss 2.65587	 loss_align: 0.0945 loss_distill: 2.5614 
Epoch: [29][190/196]	 loss 2.68531	 loss_align: 0.0807 loss_distill: 2.6046 
Epoch: [29][195/196]	 loss 0.06984	 loss_align: 0.0690 loss_distill: 0.0009 
Train Epoch: 29 Avg Loss: 2.7345 Batch_size: 256 lr: 0.00439107 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [30][0/196]	 loss 2.68441	 loss_align: 0.0853 loss_distill: 2.5991 
Epoch: [30][5/196]	 loss 2.71949	 loss_align: 0.1254 loss_distill: 2.5941 
Epoch: [30][10/196]	 loss 2.55939	 loss_align: 0.0848 loss_distill: 2.4745 
Epoch: [30][15/196]	 loss 2.43666	 loss_align: 0.1033 loss_distill: 2.3334 
Epoch: [30][20/196]	 loss 2.67120	 loss_align: 0.1203 loss_distill: 2.5509 
Epoch: [30][25/196]	 loss 2.81260	 loss_align: 0.1503 loss_distill: 2.6623 
Epoch: [30][30/196]	 loss 3.07193	 loss_align: 0.1696 loss_distill: 2.9023 
Epoch: [30][35/196]	 loss 2.77395	 loss_align: 0.0925 loss_distill: 2.6815 
Epoch: [30][40/196]	 loss 2.80797	 loss_align: 0.1953 loss_distill: 2.6127 
Epoch: [30][45/196]	 loss 2.89995	 loss_align: 0.1145 loss_distill: 2.7854 
Epoch: [30][50/196]	 loss 2.79666	 loss_align: 0.0817 loss_distill: 2.7150 
Epoch: [30][55/196]	 loss 2.64397	 loss_align: 0.0878 loss_distill: 2.5561 
Epoch: [30][60/196]	 loss 2.60517	 loss_align: 0.1071 loss_distill: 2.4980 
Epoch: [30][65/196]	 loss 3.00018	 loss_align: 0.1412 loss_distill: 2.8589 
Epoch: [30][70/196]	 loss 2.80539	 loss_align: 0.1113 loss_distill: 2.6941 
Epoch: [30][75/196]	 loss 2.74814	 loss_align: 0.1043 loss_distill: 2.6438 
Epoch: [30][80/196]	 loss 2.82916	 loss_align: 0.1473 loss_distill: 2.6818 
Epoch: [30][85/196]	 loss 2.74032	 loss_align: 0.1158 loss_distill: 2.6245 
Epoch: [30][90/196]	 loss 2.71115	 loss_align: 0.1300 loss_distill: 2.5811 
Epoch: [30][95/196]	 loss 2.71012	 loss_align: 0.1351 loss_distill: 2.5750 
Epoch: [30][100/196]	 loss 2.71154	 loss_align: 0.1318 loss_distill: 2.5797 
Epoch: [30][105/196]	 loss 2.80233	 loss_align: 0.1101 loss_distill: 2.6922 
Epoch: [30][110/196]	 loss 2.47797	 loss_align: 0.1165 loss_distill: 2.3615 
Epoch: [30][115/196]	 loss 2.78357	 loss_align: 0.2305 loss_distill: 2.5531 
Epoch: [30][120/196]	 loss 2.81262	 loss_align: 0.1720 loss_distill: 2.6406 
Epoch: [30][125/196]	 loss 2.78482	 loss_align: 0.1020 loss_distill: 2.6829 
Epoch: [30][130/196]	 loss 3.04792	 loss_align: 0.1834 loss_distill: 2.8646 
Epoch: [30][135/196]	 loss 2.65538	 loss_align: 0.1573 loss_distill: 2.4980 
Epoch: [30][140/196]	 loss 2.43288	 loss_align: 0.0659 loss_distill: 2.3669 
Epoch: [30][145/196]	 loss 2.87454	 loss_align: 0.1226 loss_distill: 2.7519 
Epoch: [30][150/196]	 loss 2.77779	 loss_align: 0.1244 loss_distill: 2.6533 
Epoch: [30][155/196]	 loss 2.93590	 loss_align: 0.1468 loss_distill: 2.7891 
Epoch: [30][160/196]	 loss 3.04900	 loss_align: 0.1927 loss_distill: 2.8563 
Epoch: [30][165/196]	 loss 2.75540	 loss_align: 0.1339 loss_distill: 2.6215 
Epoch: [30][170/196]	 loss 2.86817	 loss_align: 0.1222 loss_distill: 2.7459 
Epoch: [30][175/196]	 loss 2.65048	 loss_align: 0.1342 loss_distill: 2.5163 
Epoch: [30][180/196]	 loss 2.67876	 loss_align: 0.0818 loss_distill: 2.5970 
Epoch: [30][185/196]	 loss 2.84558	 loss_align: 0.0733 loss_distill: 2.7722 
Epoch: [30][190/196]	 loss 2.93419	 loss_align: 0.0866 loss_distill: 2.8475 
Epoch: [30][195/196]	 loss 0.48963	 loss_align: 0.0139 loss_distill: 0.4757 
Train Epoch: 30 Avg Loss: 2.7442 Batch_size: 256 lr: 0.00631376 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [31][0/196]	 loss 2.79728	 loss_align: 0.1256 loss_distill: 2.6716 
Epoch: [31][5/196]	 loss 2.67319	 loss_align: 0.1710 loss_distill: 2.5022 
Epoch: [31][10/196]	 loss 2.95467	 loss_align: 0.1257 loss_distill: 2.8290 
Epoch: [31][15/196]	 loss 2.91036	 loss_align: 0.1333 loss_distill: 2.7771 
Epoch: [31][20/196]	 loss 2.67046	 loss_align: 0.1262 loss_distill: 2.5443 
Epoch: [31][25/196]	 loss 2.46188	 loss_align: 0.1469 loss_distill: 2.3150 
Epoch: [31][30/196]	 loss 2.81180	 loss_align: 0.1096 loss_distill: 2.7022 
Epoch: [31][35/196]	 loss 2.78180	 loss_align: 0.2013 loss_distill: 2.5805 
Epoch: [31][40/196]	 loss 2.83721	 loss_align: 0.1158 loss_distill: 2.7214 
Epoch: [31][45/196]	 loss 2.87781	 loss_align: 0.0673 loss_distill: 2.8105 
Epoch: [31][50/196]	 loss 2.69407	 loss_align: 0.0913 loss_distill: 2.6028 
Epoch: [31][55/196]	 loss 2.87922	 loss_align: 0.1659 loss_distill: 2.7133 
Epoch: [31][60/196]	 loss 2.91060	 loss_align: 0.1449 loss_distill: 2.7657 
Epoch: [31][65/196]	 loss 2.69855	 loss_align: 0.0985 loss_distill: 2.6000 
Epoch: [31][70/196]	 loss 2.66273	 loss_align: 0.1406 loss_distill: 2.5221 
Epoch: [31][75/196]	 loss 2.74342	 loss_align: 0.1127 loss_distill: 2.6307 
Epoch: [31][80/196]	 loss 2.76718	 loss_align: 0.1702 loss_distill: 2.5970 
Epoch: [31][85/196]	 loss 2.41114	 loss_align: 0.1454 loss_distill: 2.2657 
Epoch: [31][90/196]	 loss 2.68268	 loss_align: 0.1123 loss_distill: 2.5704 
Epoch: [31][95/196]	 loss 2.79427	 loss_align: 0.1816 loss_distill: 2.6126 
Epoch: [31][100/196]	 loss 2.81493	 loss_align: 0.1807 loss_distill: 2.6342 
Epoch: [31][105/196]	 loss 2.64471	 loss_align: 0.1283 loss_distill: 2.5164 
Epoch: [31][110/196]	 loss 2.62625	 loss_align: 0.1327 loss_distill: 2.4935 
Epoch: [31][115/196]	 loss 2.63698	 loss_align: 0.1208 loss_distill: 2.5162 
Epoch: [31][120/196]	 loss 2.63681	 loss_align: 0.1427 loss_distill: 2.4941 
Epoch: [31][125/196]	 loss 2.73385	 loss_align: 0.0968 loss_distill: 2.6370 
Epoch: [31][130/196]	 loss 2.79122	 loss_align: 0.0987 loss_distill: 2.6925 
Epoch: [31][135/196]	 loss 2.80422	 loss_align: 0.0824 loss_distill: 2.7218 
Epoch: [31][140/196]	 loss 2.82610	 loss_align: 0.1260 loss_distill: 2.7001 
Epoch: [31][145/196]	 loss 2.73419	 loss_align: 0.1066 loss_distill: 2.6276 
Epoch: [31][150/196]	 loss 2.83470	 loss_align: 0.1277 loss_distill: 2.7070 
Epoch: [31][155/196]	 loss 2.65239	 loss_align: 0.0866 loss_distill: 2.5658 
Epoch: [31][160/196]	 loss 2.70616	 loss_align: 0.0949 loss_distill: 2.6112 
Epoch: [31][165/196]	 loss 2.78486	 loss_align: 0.0912 loss_distill: 2.6936 
Epoch: [31][170/196]	 loss 2.68155	 loss_align: 0.2197 loss_distill: 2.4619 
Epoch: [31][175/196]	 loss 2.65757	 loss_align: 0.0799 loss_distill: 2.5777 
Epoch: [31][180/196]	 loss 2.98691	 loss_align: 0.1198 loss_distill: 2.8671 
Epoch: [31][185/196]	 loss 2.54388	 loss_align: 0.1420 loss_distill: 2.4019 
Epoch: [31][190/196]	 loss 2.59807	 loss_align: 0.0913 loss_distill: 2.5068 
Epoch: [31][195/196]	 loss 0.33936	 loss_align: 0.0241 loss_distill: 0.3153 
Train Epoch: 31 Avg Loss: 2.7276 Batch_size: 256 lr: 0.00853181 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [32][0/196]	 loss 2.84021	 loss_align: 0.1515 loss_distill: 2.6887 
Epoch: [32][5/196]	 loss 2.83557	 loss_align: 0.1053 loss_distill: 2.7303 
Epoch: [32][10/196]	 loss 2.58504	 loss_align: 0.0955 loss_distill: 2.4896 
Epoch: [32][15/196]	 loss 2.81549	 loss_align: 0.1541 loss_distill: 2.6614 
Epoch: [32][20/196]	 loss 2.80960	 loss_align: 0.0960 loss_distill: 2.7136 
Epoch: [32][25/196]	 loss 2.48708	 loss_align: 0.1300 loss_distill: 2.3571 
Epoch: [32][30/196]	 loss 2.68654	 loss_align: 0.1173 loss_distill: 2.5693 
Epoch: [32][35/196]	 loss 2.75504	 loss_align: 0.1626 loss_distill: 2.5925 
Epoch: [32][40/196]	 loss 2.69088	 loss_align: 0.1314 loss_distill: 2.5595 
Epoch: [32][45/196]	 loss 2.74302	 loss_align: 0.0947 loss_distill: 2.6483 
Epoch: [32][50/196]	 loss 2.27815	 loss_align: 0.1163 loss_distill: 2.1619 
Epoch: [32][55/196]	 loss 2.91370	 loss_align: 0.1435 loss_distill: 2.7702 
Epoch: [32][60/196]	 loss 2.78498	 loss_align: 0.0974 loss_distill: 2.6876 
Epoch: [32][65/196]	 loss 2.61780	 loss_align: 0.1508 loss_distill: 2.4670 
Epoch: [32][70/196]	 loss 2.62219	 loss_align: 0.0972 loss_distill: 2.5250 
Epoch: [32][75/196]	 loss 2.73362	 loss_align: 0.1221 loss_distill: 2.6115 
Epoch: [32][80/196]	 loss 2.55427	 loss_align: 0.0782 loss_distill: 2.4760 
Epoch: [32][85/196]	 loss 2.58426	 loss_align: 0.1204 loss_distill: 2.4638 
Epoch: [32][90/196]	 loss 2.78532	 loss_align: 0.1407 loss_distill: 2.6446 
Epoch: [32][95/196]	 loss 2.73489	 loss_align: 0.1129 loss_distill: 2.6220 
Epoch: [32][100/196]	 loss 2.72274	 loss_align: 0.0856 loss_distill: 2.6372 
Epoch: [32][105/196]	 loss 2.58150	 loss_align: 0.1068 loss_distill: 2.4747 
Epoch: [32][110/196]	 loss 2.35240	 loss_align: 0.1317 loss_distill: 2.2207 
Epoch: [32][115/196]	 loss 2.84963	 loss_align: 0.1095 loss_distill: 2.7401 
Epoch: [32][120/196]	 loss 2.75194	 loss_align: 0.1346 loss_distill: 2.6173 
Epoch: [32][125/196]	 loss 2.78719	 loss_align: 0.0831 loss_distill: 2.7040 
Epoch: [32][130/196]	 loss 2.84427	 loss_align: 0.1722 loss_distill: 2.6721 
Epoch: [32][135/196]	 loss 2.68572	 loss_align: 0.0773 loss_distill: 2.6084 
Epoch: [32][140/196]	 loss 2.95569	 loss_align: 0.1109 loss_distill: 2.8448 
Epoch: [32][145/196]	 loss 2.82273	 loss_align: 0.1344 loss_distill: 2.6883 
Epoch: [32][150/196]	 loss 2.61413	 loss_align: 0.1012 loss_distill: 2.5129 
Epoch: [32][155/196]	 loss 2.89009	 loss_align: 0.0660 loss_distill: 2.8241 
Epoch: [32][160/196]	 loss 2.56798	 loss_align: 0.1345 loss_distill: 2.4335 
Epoch: [32][165/196]	 loss 2.89726	 loss_align: 0.1533 loss_distill: 2.7439 
Epoch: [32][170/196]	 loss 2.79456	 loss_align: 0.1307 loss_distill: 2.6638 
Epoch: [32][175/196]	 loss 2.84363	 loss_align: 0.1953 loss_distill: 2.6484 
Epoch: [32][180/196]	 loss 2.82847	 loss_align: 0.1170 loss_distill: 2.7115 
Epoch: [32][185/196]	 loss 2.76345	 loss_align: 0.1042 loss_distill: 2.6592 
Epoch: [32][190/196]	 loss 3.11847	 loss_align: 0.1484 loss_distill: 2.9701 
Epoch: [32][195/196]	 loss 0.32481	 loss_align: 0.0353 loss_distill: 0.2896 
Train Epoch: 32 Avg Loss: 2.7393 Batch_size: 256 lr: 0.01101026 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [33][0/196]	 loss 2.90303	 loss_align: 0.1279 loss_distill: 2.7751 
Epoch: [33][5/196]	 loss 2.98221	 loss_align: 0.1277 loss_distill: 2.8545 
Epoch: [33][10/196]	 loss 2.63820	 loss_align: 0.1389 loss_distill: 2.4993 
Epoch: [33][15/196]	 loss 2.69219	 loss_align: 0.1231 loss_distill: 2.5691 
Epoch: [33][20/196]	 loss 2.72575	 loss_align: 0.1119 loss_distill: 2.6139 
Epoch: [33][25/196]	 loss 2.63195	 loss_align: 0.1228 loss_distill: 2.5092 
Epoch: [33][30/196]	 loss 2.68900	 loss_align: 0.0796 loss_distill: 2.6094 
Epoch: [33][35/196]	 loss 2.77220	 loss_align: 0.0827 loss_distill: 2.6895 
Epoch: [33][40/196]	 loss 2.71572	 loss_align: 0.0852 loss_distill: 2.6305 
Epoch: [33][45/196]	 loss 2.99930	 loss_align: 0.1584 loss_distill: 2.8409 
Epoch: [33][50/196]	 loss 2.72346	 loss_align: 0.0892 loss_distill: 2.6343 
Epoch: [33][55/196]	 loss 2.82971	 loss_align: 0.1158 loss_distill: 2.7139 
Epoch: [33][60/196]	 loss 2.62768	 loss_align: 0.1696 loss_distill: 2.4580 
Epoch: [33][65/196]	 loss 2.83515	 loss_align: 0.1609 loss_distill: 2.6743 
Epoch: [33][70/196]	 loss 2.84944	 loss_align: 0.0955 loss_distill: 2.7539 
Epoch: [33][75/196]	 loss 2.55426	 loss_align: 0.1161 loss_distill: 2.4382 
Epoch: [33][80/196]	 loss 2.60229	 loss_align: 0.0817 loss_distill: 2.5206 
Epoch: [33][85/196]	 loss 2.72935	 loss_align: 0.0609 loss_distill: 2.6685 
Epoch: [33][90/196]	 loss 2.79375	 loss_align: 0.0687 loss_distill: 2.7251 
Epoch: [33][95/196]	 loss 2.70365	 loss_align: 0.0928 loss_distill: 2.6108 
Epoch: [33][100/196]	 loss 2.74556	 loss_align: 0.1112 loss_distill: 2.6343 
Epoch: [33][105/196]	 loss 2.81377	 loss_align: 0.1473 loss_distill: 2.6665 
Epoch: [33][110/196]	 loss 2.82996	 loss_align: 0.1764 loss_distill: 2.6536 
Epoch: [33][115/196]	 loss 3.01762	 loss_align: 0.1122 loss_distill: 2.9054 
Epoch: [33][120/196]	 loss 2.66451	 loss_align: 0.1056 loss_distill: 2.5589 
Epoch: [33][125/196]	 loss 2.63707	 loss_align: 0.1343 loss_distill: 2.5028 
Epoch: [33][130/196]	 loss 2.92405	 loss_align: 0.1290 loss_distill: 2.7950 
Epoch: [33][135/196]	 loss 2.53404	 loss_align: 0.1410 loss_distill: 2.3930 
Epoch: [33][140/196]	 loss 2.78678	 loss_align: 0.1694 loss_distill: 2.6174 
Epoch: [33][145/196]	 loss 2.81179	 loss_align: 0.1292 loss_distill: 2.6826 
Epoch: [33][150/196]	 loss 2.82520	 loss_align: 0.1858 loss_distill: 2.6394 
Epoch: [33][155/196]	 loss 2.91038	 loss_align: 0.1256 loss_distill: 2.7848 
Epoch: [33][160/196]	 loss 2.77237	 loss_align: 0.0952 loss_distill: 2.6772 
Epoch: [33][165/196]	 loss 2.63842	 loss_align: 0.1013 loss_distill: 2.5371 
Epoch: [33][170/196]	 loss 2.62635	 loss_align: 0.1122 loss_distill: 2.5141 
Epoch: [33][175/196]	 loss 2.54802	 loss_align: 0.1171 loss_distill: 2.4309 
Epoch: [33][180/196]	 loss 2.79366	 loss_align: 0.1638 loss_distill: 2.6299 
Epoch: [33][185/196]	 loss 2.90992	 loss_align: 0.1069 loss_distill: 2.8030 
Epoch: [33][190/196]	 loss 2.95374	 loss_align: 0.1575 loss_distill: 2.7962 
Epoch: [33][195/196]	 loss 0.78039	 loss_align: 0.1444 loss_distill: 0.6360 
Train Epoch: 33 Avg Loss: 2.7157 Batch_size: 256 lr: 0.01371005 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [34][0/196]	 loss 2.60213	 loss_align: 0.0990 loss_distill: 2.5031 
Epoch: [34][5/196]	 loss 2.76828	 loss_align: 0.1129 loss_distill: 2.6554 
Epoch: [34][10/196]	 loss 2.85426	 loss_align: 0.0876 loss_distill: 2.7666 
Epoch: [34][15/196]	 loss 2.66501	 loss_align: 0.1308 loss_distill: 2.5342 
